iter	Passed	Remaining
1670	14543	11566
1671	14557	11562
1672	14568	11555
1673	14575	11545
1674	14583	11536
1675	14596	11531
1676	14609	11525
1677	14621	11519
1678	14632	11512
1679	14645	11507
1680	14652	11496
1681	14670	11495
1682	14684	11491
1683	14699	11486
1684	14709	11479
1685	14724	11475
1686	14734	11467
1687	14746	11462
1688	14760	11457
1689	14772	11450
1690	14814	11467
1691	14825	11460
1692	14834	11452
1693	14843	11443
1694	14851	11434
1695	14859	11425
1696	14870	11417
1697	14880	11410
1698	14893	11404
1699	14905	11398
1700	14923	11396
1701	14935	11390
1702	14948	11385
1703	14965	11382
1704	14984	11380
1705	14995	11374
1706	15002	11363
1707	15014	11357
1708	15023	11348
1709	15032	11340
1710	15042	11332
1711	15050	11323
1712	15060	11315
1713	15068	11306
1714	15078	11297
1715	15088	11289
1716	15098	11282
1717	15104	11271
1718	15111	11261
1719	15120	11252
1720	15127	11242
1721	15134	11232
1722	15142	11222
1723	15150	11213
1724	15161	11206
1725	15172	11199
1726	15182	11191
1727	15190	11181
1728	15201	11174
1729	15213	11168
1730	15223	11160
1731	15232	11151
1732	15239	11141
1733	15251	11135
1734	15265	11129
1735	15278	11124
1736	15286	11115
1737	15293	11105
1738	15300	11094
1739	15308	11085
1740	15319	11077
1741	15329	11070
1742	15337	11061
1743	15346	11052
1744	15356	11044
1745	15361	11032
1746	15370	11024
1747	15376	11013
1748	15382	11002
1749	15391	10993
1750	15396	10982
1751	15403	10972
1752	15410	10962
1753	15419	10953
1754	15424	10942
1755	15429	10930
1756	15437	10921
1757	15445	10912
1758	15453	10902
1759	15460	10892
1760	15467	10882
1761	15475	10872
1762	15482	10862
1763	15490	10853
1764	15498	10844
1765	15506	10834
1766	15514	10825
1767	15520	10814
1768	15528	10806
1769	15536	10796
1770	15543	10786
1771	15549	10775
1772	15557	10766
1773	15564	10756
1774	15574	10748
1775	15582	10739
1776	15589	10728
1777	15599	10721
1778	15607	10711
1779	15615	10702
1780	15621	10692
1781	15631	10684
1782	15637	10673
1783	15647	10665
1784	15657	10657
1785	15667	10649
1786	15675	10640
1787	15683	10631
1788	15693	10622
1789	15704	10615
1790	15713	10607
1791	15723	10599
1792	15732	10590
1793	15741	10582
1794	15752	10574
1795	15760	10565
1796	15766	10555
1797	15774	10545
1798	15781	10535
1799	15787	10524
1800	15793	10514
1801	15802	10505
1802	15809	10495
1803	15817	10486
1804	15828	10479
1805	15838	10471
1806	15845	10461
1807	15852	10451
1808	15861	10443
1809	15870	10434
1810	15879	10425
1811	15887	10416
1812	15897	10408
1813	15905	10398
1814	15913	10389
1815	15924	10382
1816	15933	10373
1817	15943	10365
1818	15951	10356
1819	15960	10348
1820	15969	10339
1821	15980	10331
1822	15988	10322
1823	15994	10312
1824	16005	10304
1825	16017	10298
1826	16024	10288
1827	16032	10278
1828	16039	10269
1829	16046	10259
1830	16052	10248
1831	16058	10237
1832	16064	10227
1833	16073	10218
1834	16080	10209
1835	16087	10199
1836	16093	10188
1837	16102	10180
1838	16108	10169
1839	16115	10159
1840	16121	10149
1841	16127	10138
1842	16139	10131
1843	16145	10121
1844	16152	10111
1845	16156	10100
1846	16164	10090
1847	16169	10079
1848	16180	10072
1849	16188	10062
1850	16199	10055
1851	16209	10047
1852	16217	10038
1853	16224	10028
1854	16240	10024
1855	16250	10016
1856	16255	10005
1857	16262	9995
1858	16267	9984
1859	16271	9973
1860	16279	9963
1861	16289	9955
1862	16294	9944
1863	16303	9935
1864	16311	9926
1865	16316	9915
1866	16321	9905
1867	16327	9894
1868	16340	9888
1869	16346	9877
1870	16352	9867
1871	16360	9858
1872	16368	9849
1873	16375	9839
1874	16382	9829
1875	16388	9819
1876	16393	9807
1877	16399	9797
1878	16407	9788
1879	16416	9779
1880	16424	9771
1881	16433	9762
1882	16440	9752
1883	16449	9743
1884	16457	9734
1885	16464	9725
1886	16469	9713
1887	16476	9704
1888	16480	9692
1889	16486	9682
1890	16491	9671
1891	16498	9662
1892	16504	9651
1893	16508	9640
1894	16516	9631
1895	16526	9622
1896	16531	9612
1897	16537	9601
1898	16545	9592
1899	16550	9581
1900	16557	9572
1901	16568	9564
1902	16577	9556
1903	16588	9548
1904	16598	9540
1905	16606	9531
1906	16615	9523
1907	16623	9514
1908	16637	9508
1909	16652	9503
1910	16666	9497
1911	16679	9491
1912	16687	9482
1913	16696	9473
1914	16703	9464
1915	16712	9455
1916	16720	9445
1917	16729	9437
1918	16735	9427
1919	16743	9418
1920	16749	9407
1921	16754	9396
1922	16760	9387
1923	16766	9376
1924	16775	9367
1925	16781	9358
1926	16787	9347
1927	16794	9337
1928	16801	9328
1929	16808	9318
1930	16817	9310
1931	16822	9299
1932	16831	9290
1933	16838	9281
1934	16843	9270
1935	16851	9261
1936	16860	9253
1937	16868	9243
1938	16875	9233
1939	16881	9223
1940	16892	9216
1941	16900	9207
1942	16909	9198
1943	16914	9188
1944	16922	9178
1945	16929	9169
1946	16936	9160
1947	16943	9150
1948	16949	9140
1949	16960	9132
1950	16965	9121
1951	16971	9111
1952	16980	9103
1953	16988	9094
1954	16997	9085
1955	17006	9076
1956	17013	9067
1957	17020	9057
1958	17026	9048
1959	17034	9038
1960	17039	9028
1961	17047	9018
1962	17054	9009
1963	17059	8998
1964	17067	8989
1965	17074	8980
1966	17082	8971
1967	17092	8963
1968	17100	8953
1969	17106	8943
1970	17113	8934
1971	17122	8926
1972	17130	8916
1973	17136	8906
1974	17142	8896
1975	17150	8887
1976	17156	8877
1977	17163	8868
1978	17170	8858
1979	17181	8851
1980	17187	8840
1981	17195	8832
1982	17202	8822
1983	17207	8811
1984	17217	8803
1985	17222	8793
1986	17232	8785
1987	17241	8776
1988	17249	8767
1989	17255	8757
1990	17264	8749
1991	17271	8739
1992	17277	8729
1993	17286	8721
1994	17299	8714
1995	17306	8705
1996	17315	8696
1997	17324	8688
1998	17329	8677
1999	17335	8667
2000	17341	8657
2001	17345	8646
2002	17350	8636
2003	17359	8627
2004	17367	8618
2005	17376	8610
2006	17383	8601
2007	17391	8591
2008	17398	8582
2009	17406	8573
2010	17414	8564
2011	17423	8555
2012	17430	8546
2013	17439	8537
2014	17446	8528
2015	17455	8519
2016	17462	8510
2017	17469	8501
2018	17476	8491
2019	17484	8482
2020	17492	8473
2021	17498	8463
2022	17504	8453
2023	17512	8444
2024	17520	8435
2025	17526	8425
2026	17533	8416
2027	17541	8407
2028	17549	8398
2029	17558	8389
2030	17566	8380
2031	17573	8371
2032	17581	8362
2033	17588	8353
2034	17595	8343
2035	17604	8335
2036	17611	8326
2037	17617	8316
2038	17624	8306
2039	17632	8297
2040	17640	8288
2041	17646	8278
2042	17651	8268
2043	17658	8258
2044	17665	8249
2045	17672	8240
2046	17678	8230
2047	17686	8221
2048	17693	8211
2049	17701	8203
2050	17710	8194
2051	17717	8185
2052	17725	8176
2053	17731	8166
2054	17739	8157
2055	17747	8148
2056	17755	8139
2057	17763	8130
2058	17771	8121
2059	17779	8112
2060	17787	8104
2061	17794	8094
2062	17803	8086
2063	17809	8076
2064	17815	8066
2065	17821	8056
2066	17831	8048
2067	17836	8038
2068	17843	8029
2069	17854	8021
2070	17860	8011
2071	17866	8001
2072	17872	7992
2073	17879	7982
2074	17888	7974
2075	17894	7964
2076	17901	7955
2077	17909	7946
2078	17918	7937
2079	17923	7927
2080	17931	7918
2081	17937	7909
2082	17944	7899
2083	17951	7890
2084	17957	7880
2085	17964	7871
2086	17974	7863
2087	17979	7853
2088	17984	7842
2089	17991	7833
2090	17997	7823
2091	18004	7814
2092	18009	7804
2093	18018	7796
2094	18025	7786
2095	18031	7776
2096	18037	7767
2097	18043	7757
2098	18052	7748
2099	18058	7739
2100	18067	7731
2101	18074	7721
2102	18080	7712
2103	18086	7702
2104	18092	7692
2105	18100	7683
2106	18108	7674
2107	18117	7666
2108	18127	7658
2109	18137	7650
2110	18142	7640
2111	18150	7631
2112	18157	7622
2113	18163	7612
2114	18169	7602
2115	18175	7593
2116	18183	7584
2117	18189	7574
2118	18197	7565
2119	18203	7556
2120	18209	7546
2121	18213	7536
2122	18220	7526
2123	18232	7519
2124	18241	7511
2125	18248	7502
2126	18257	7493
2127	18263	7483
2128	18270	7474
2129	18276	7464
2130	18281	7454
2131	18287	7445
2132	18292	7435
2133	18299	7426
2134	18306	7416
2135	18313	7407
2136	18320	7398
2137	18328	7389
2138	18333	7379
2139	18340	7370
2140	18347	7361
2141	18354	7352
2142	18363	7343
2143	18369	7334
2144	18377	7325
2145	18384	7316
2146	18391	7306
2147	18399	7297
2148	18405	7288
2149	18413	7279
2150	18421	7270
2151	18428	7261
2152	18434	7252
2153	18442	7243
2154	18449	7234
2155	18456	7225
2156	18462	7215
2157	18469	7206
2158	18474	7196
2159	18480	7186
2160	18486	7177
2161	18492	7167
2162	18499	7158
2163	18504	7148
2164	18510	7139
2165	18515	7129
2166	18523	7120
2167	18529	7110
2168	18537	7102
2169	18543	7092
2170	18551	7083
2171	18557	7074
2172	18563	7065
2173	18571	7056
2174	18578	7047
2175	18585	7037
2176	18591	7028
2177	18597	7018
2178	18604	7009
2179	18614	7001
2180	18621	6992
2181	18627	6983
2182	18631	6973
2183	18637	6963
2184	18646	6955
2185	18654	6946
2186	18660	6936
2187	18665	6926
2188	18671	6917
2189	18678	6908
2190	18683	6898
2191	18691	6889
2192	18695	6879
2193	18700	6869
2194	18707	6860
2195	18714	6851
2196	18720	6842
2197	18725	6832
2198	18734	6824
2199	18741	6815
2200	18746	6805
2201	18751	6795
2202	18759	6786
2203	18766	6777
2204	18772	6768
2205	18781	6760
2206	18790	6751
2207	18797	6742
2208	18802	6732
2209	18809	6723
2210	18815	6714
2211	18820	6704
2212	18826	6695
2213	18832	6685
2214	18840	6677
2215	18848	6668
2216	18857	6660
2217	18864	6651
2218	18871	6642
2219	18877	6632
2220	18882	6622
2221	18887	6613
2222	18895	6604
2223	18904	6596
2224	18912	6587
2225	18923	6579
2226	18929	6570
2227	18935	6561
2228	18949	6554
2229	18959	6546
2230	18964	6536
2231	18970	6527
2232	18979	6519
2233	18984	6509
2234	18991	6500
2235	18996	6490
2236	19003	6481
2237	19013	6473
2238	19023	6465
2239	19031	6457
2240	19036	6447
2241	19041	6437
2242	19046	6428
2243	19057	6420
2244	19068	6412
2245	19077	6404
2246	19087	6396
2247	19097	6388
2248	19106	6380
2249	19115	6371
2250	19124	6363
2251	19129	6353
2252	19136	6344
2253	19144	6336
2254	19150	6326
2255	19155	6317
2256	19159	6307
2257	19167	6298
2258	19177	6290
2259	19187	6282
2260	19191	6272
2261	19198	6263
2262	19204	6254
2263	19209	6244
2264	19214	6235
2265	19219	6225
2266	19225	6216
2267	19234	6207
2268	19243	6199
2269	19253	6191
2270	19261	6182
2271	19269	6174
2272	19276	6165
2273	19283	6156
2274	19288	6147
2275	19297	6138
2276	19307	6130
2277	19314	6121
2278	19320	6112
2279	19324	6102
2280	19332	6093
2281	19343	6086
2282	19351	6077
2283	19358	6068
2284	19364	6059
2285	19376	6052
2286	19385	6043
2287	19392	6034
2288	19399	6025
2289	19405	6016
2290	19411	6007
2291	19418	5998
2292	19425	5989
2293	19433	5980
2294	19440	5971
2295	19448	5963
2296	19457	5955
2297	19463	5945
2298	19470	5936
2299	19475	5927
2300	19482	5918
2301	19489	5909
2302	19493	5899
2303	19498	5890
2304	19503	5880
2305	19509	5871
2306	19514	5861
2307	19521	5852
2308	19530	5844
2309	19536	5835
2310	19543	5826
2311	19550	5817
2312	19558	5809
2313	19565	5800
2314	19572	5791
2315	19579	5782
2316	19587	5773
2317	19592	5764
2318	19600	5755
2319	19608	5747
2320	19617	5739
2321	19626	5730
2322	19636	5722
2323	19643	5713
2324	19650	5704
2325	19655	5695
2326	19664	5687
2327	19670	5678
2328	19678	5669
2329	19683	5660
2330	19688	5650
2331	19694	5641
2332	19702	5632
2333	19709	5624
2334	19717	5615
2335	19724	5606
2336	19729	5597
2337	19736	5588
2338	19745	5580
2339	19753	5571
2340	19760	5562
2341	19767	5553
2342	19775	5545
2343	19779	5535
2344	19787	5526
2345	19795	5518
2346	19801	5509
2347	19809	5500
2348	19817	5492
2349	19825	5483
2350	19832	5474
2351	19839	5465
2352	19845	5456
2353	19851	5447
2354	19859	5439
2355	19867	5430
2356	19875	5422
2357	19883	5413
2358	19889	5404
2359	19895	5395
2360	19904	5387
2361	19913	5378
2362	19917	5369
2363	19923	5360
2364	19930	5351
2365	19941	5343
2366	19948	5334
2367	19959	5327
2368	19968	5318
2369	19977	5310
2370	19981	5300
2371	19987	5291
2372	19994	5283
2373	20003	5274
2374	20011	5266
2375	20017	5257
2376	20023	5248
2377	20032	5239
2378	20038	5230
2379	20046	5222
2380	20055	5213
2381	20061	5204
2382	20069	5196
2383	20075	5187
2384	20080	5178
2385	20087	5169
2386	20093	5160
2387	20100	5151
2388	20109	5143
2389	20116	5134
2390	20127	5126
2391	20136	5118
2392	20144	5109
2393	20151	5100
2394	20159	5092
2395	20168	5084
2396	20175	5075
2397	20183	5066
2398	20190	5058
2399	20198	5049
2400	20206	5041
2401	20211	5031
2402	20216	5022
2403	20223	5013
2404	20232	5005
2405	20243	4997
2406	20254	4990
2407	20262	4981
2408	20271	4973
2409	20279	4964
2410	20285	4955
2411	20294	4947
2412	20300	4938
2413	20307	4929
2414	20313	4920
2415	20322	4912
2416	20327	4903
2417	20337	4895
2418	20344	4886
2419	20352	4877
2420	20360	4869
2421	20368	4860
2422	20373	4851
2423	20380	4842
2424	20390	4834
2425	20398	4826
2426	20404	4817
2427	20408	4807
2428	20414	4798
2429	20421	4790
2430	20430	4781
2431	20438	4773
2432	20443	4764
2433	20449	4755
2434	20453	4745
2435	20462	4737
2436	20468	4728
2437	20476	4720
2438	20482	4711
2439	20489	4702
2440	20496	4693
2441	20504	4685
2442	20510	4676
2443	20514	4667
2444	20521	4658
2445	20527	4649
2446	20531	4640
2447	20540	4631
2448	20548	4623
2449	20552	4613
2450	20560	4605
2451	20565	4596
2452	20575	4588
2453	20586	4580
2454	20595	4572
2455	20602	4563
2456	20612	4555
2457	20620	4546
2458	20628	4538
2459	20635	4529
2460	20643	4521
2461	20650	4512
2462	20657	4503
2463	20664	4495
2464	20669	4486
2465	20676	4477
2466	20682	4468
2467	20693	4460
2468	20705	4453
2469	20712	4444
2470	20719	4435
2471	20726	4427
2472	20734	4418
2473	20741	4409
2474	20747	4401
2475	20753	4392
2476	20759	4383
2477	20767	4374
2478	20775	4366
2479	20780	4357
2480	20787	4348
2481	20794	4339
2482	20804	4331
2483	20809	4322
2484	20815	4313
2485	20822	4305
2486	20829	4296
2487	20835	4287
2488	20842	4279
2489	20850	4270
2490	20857	4261
2491	20864	4253
2492	20871	4244
2493	20877	4235
2494	20883	4226
2495	20889	4218
2496	20898	4209
2497	20905	4201
2498	20910	4192
2499	20919	4183
2500	20925	4175
2501	20933	4166
2502	20941	4158
2503	20948	4149
2504	20955	4140
2505	20961	4132
2506	20968	4123
2507	20976	4115
2508	20983	4106
2509	20990	4097
2510	20999	4089
2511	21005	4080
2512	21011	4071
2513	21017	4063
2514	21022	4053
2515	21029	4045
2516	21036	4036
2517	21045	4028
2518	21050	4019
2519	21058	4011
2520	21065	4002
2521	21071	3993
2522	21077	3984
2523	21083	3976
2524	21089	3967
2525	21094	3958
2526	21104	3950
2527	21111	3941
2528	21118	3933
2529	21128	3925
2530	21134	3916
2531	21138	3907
2532	21144	3898
2533	21153	3890
2534	21163	3882
2535	21170	3873
2536	21177	3864
2537	21183	3856
2538	21189	3847
2539	21195	3838
2540	21202	3829
2541	21209	3821
2542	21214	3812
2543	21220	3803
2544	21225	3794
2545	21231	3785
2546	21237	3777
2547	21245	3768
2548	21255	3760
2549	21263	3752
2550	21271	3743
2551	21279	3735
2552	21286	3726
2553	21293	3718
2554	21303	3710
2555	21311	3701
2556	21318	3693
2557	21324	3684
2558	21328	3675
2559	21334	3666
2560	21340	3658
2561	21348	3649
2562	21353	3640
2563	21358	3632
2564	21367	3623
2565	21373	3615
2566	21380	3606
2567	21388	3598
2568	21397	3589
2569	21404	3581
2570	21411	3572
2571	21415	3563
2572	21421	3555
2573	21430	3546
2574	21435	3537
2575	21442	3529
2576	21449	3520
2577	21457	3512
2578	21463	3503
2579	21469	3494
2580	21477	3486
2581	21483	3478
2582	21490	3469
2583	21495	3460
2584	21500	3451
2585	21507	3443
2586	21516	3434
2587	21522	3426
2588	21527	3417
2589	21533	3408
2590	21542	3400
2591	21551	3392
2592	21559	3383
2593	21564	3375
2594	21571	3366
2595	21579	3358
2596	21585	3349
2597	21593	3341
2598	21600	3332
2599	21607	3324
2600	21615	3315
2601	21622	3307
2602	21631	3299
2603	21638	3290
2604	21645	3282
2605	21651	3273
2606	21657	3264
2607	21664	3256
2608	21668	3247
2609	21674	3238
2610	21683	3230
2611	21690	3222
2612	21697	3213
2613	21702	3204
2614	21709	3196
2615	21717	3187
2616	21724	3179
2617	21731	3170
2618	21738	3162
2619	21745	3153
2620	21751	3145
2621	21757	3136
2622	21767	3128
2623	21774	3120
2624	21783	3111
2625	21789	3103
2626	21795	3094
2627	21801	3086
2628	21806	3077
2629	21813	3068
2630	21821	3060
2631	21831	3052
2632	21840	3044
2633	21848	3035
2634	21854	3027
2635	21861	3018
2636	21867	3010
2637	21874	3001
2638	21880	2993
2639	21885	2984
2640	21891	2975
2641	21897	2967
2642	21906	2959
2643	21913	2950
2644	21919	2941
2645	21929	2933
2646	21939	2925
2647	21947	2917
2648	21953	2908
2649	21960	2900
2650	21965	2891
2651	21971	2883
2652	21977	2874
2653	21984	2866
2654	21992	2857
2655	21999	2849
2656	22008	2841
2657	22015	2832
2658	22021	2824
2659	22027	2815
2660	22034	2807
2661	22040	2798
2662	22048	2790
2663	22056	2781
2664	22062	2773
2665	22070	2765
2666	22076	2756
2667	22085	2748
2668	22094	2740
2669	22099	2731
2670	22105	2722
2671	22109	2714
2672	22113	2705
2673	22119	2696
2674	22129	2688
2675	22138	2680
2676	22149	2672
2677	22156	2664
2678	22164	2655
2679	22170	2647
2680	22176	2638
2681	22184	2630
2682	22190	2621
2683	22195	2613
2684	22202	2604
2685	22210	2596
2686	22217	2588
2687	22226	2579
2688	22233	2571
2689	22242	2563
2690	22250	2554
2691	22255	2546
2692	22262	2537
2693	22269	2529
2694	22274	2520
2695	22281	2512
2696	22288	2504
2697	22293	2495
2698	22300	2486
2699	22307	2478
2700	22313	2470
2701	22318	2461
2702	22324	2452
2703	22330	2444
2704	22339	2436
2705	22346	2427
2706	22353	2419
2707	22359	2410
2708	22367	2402
2709	22375	2394
2710	22382	2386
2711	22388	2377
2712	22396	2369
2713	22403	2360
2714	22411	2352
2715	22419	2344
2716	22430	2336
2717	22435	2327
2718	22441	2319
2719	22449	2310
2720	22456	2302
2721	22463	2294
2722	22471	2285
2723	22480	2277
2724	22488	2269
2725	22500	2261
2726	22508	2253
2727	22514	2244
2728	22522	2236
2729	22530	2228
2730	22540	2220
2731	22550	2212
2732	22559	2203
2733	22567	2195
2734	22577	2187
2735	22583	2179
2736	22589	2170
2737	22596	2162
2738	22604	2153
2739	22609	2145
2740	22615	2136
2741	22624	2128
2742	22634	2120
2743	22644	2112
2744	22648	2103
2745	22654	2095
2746	22663	2087
2747	22670	2078
2748	22676	2070
2749	22683	2062
2750	22690	2053
2751	22698	2045
2752	22706	2037
2753	22716	2029
2754	22723	2020
2755	22732	2012
2756	22740	2004
2757	22747	1995
2758	22755	1987
2759	22763	1979
2760	22772	1971
2761	22779	1962
2762	22786	1954
2763	22794	1946
2764	22801	1937
2765	22809	1929
2766	22817	1921
2767	22825	1913
2768	22833	1904
2769	22840	1896
2770	22848	1888
2771	22856	1879
2772	22863	1871
2773	22869	1863
2774	22877	1854
2775	22884	1846
2776	22893	1838
2777	22901	1830
2778	22910	1821
2779	22917	1813
2780	22924	1805
2781	22933	1797
2782	22940	1788
2783	22947	1780
2784	22952	1771
2785	22958	1763
2786	22964	1755
2787	22971	1746
2788	22978	1738
2789	22983	1729
2790	22989	1721
2791	22998	1713
2792	23003	1704
2793	23009	1696
2794	23017	1688
2795	23021	1679
2796	23028	1671
2797	23034	1662
2798	23041	1654
2799	23047	1646
2800	23052	1637
2801	23056	1629
2802	23060	1620
2803	23069	1612
2804	23075	1604
2805	23081	1595
2806	23090	1587
2807	23096	1579
2808	23103	1570
2809	23109	1562
2810	23117	1554
2811	23125	1546
2812	23131	1537
2813	23137	1529
2814	23143	1520
2815	23152	1512
2816	23158	1504
2817	23166	1496
2818	23171	1487
2819	23179	1479
2820	23186	1471
2821	23191	1462
2822	23201	1454
2823	23211	1446
2824	23222	1438
2825	23230	1430
2826	23239	1422
2827	23244	1413
2828	23250	1405
2829	23257	1397
2830	23266	1388
2831	23273	1380
2832	23279	1372
2833	23286	1364
2834	23292	1355
2835	23300	1347
2836	23305	1338
2837	23313	1330
2838	23320	1322
2839	23325	1314
2840	23331	1305
2841	23342	1297
2842	23353	1289
2843	23360	1281
2844	23366	1273
2845	23370	1264
2846	23376	1256
2847	23380	1247
2848	23385	1239
2849	23390	1231
2850	23395	1222
2851	23399	1214
2852	23403	1205
2853	23410	1197
2854	23419	1189
2855	23424	1181
2856	23428	1172
2857	23434	1164
2858	23439	1155
2859	23442	1147
2860	23448	1139
2861	23457	1131
2862	23462	1122
2863	23467	1114
2864	23472	1106
2865	23478	1097
2866	23483	1089
2867	23490	1081
2868	23500	1073
2869	23505	1064
2870	23513	1056
2871	23523	1048
2872	23531	1040
2873	23537	1031
2874	23546	1023
2875	23553	1015
2876	23558	1007
2877	23563	998
2878	23571	990
2879	23576	982
2880	23581	974
2881	23586	965
2882	23593	957
2883	23600	949
2884	23608	941
2885	23616	932
2886	23623	924
2887	23633	916
2888	23641	908
2889	23649	900
2890	23657	891
2891	23663	883
2892	23670	875
2893	23676	867
2894	23682	858
2895	23687	850
2896	23695	842
2897	23702	834
2898	23709	826
2899	23714	817
2900	23719	809
2901	23725	801
2902	23733	793
2903	23742	784
2904	23750	776
2905	23755	768
2906	23760	760
2907	23766	751
2908	23772	743
2909	23779	735
2910	23786	727
2911	23794	719
2912	23806	711
2913	23817	702
2914	23829	694
2915	23837	686
2916	23846	678
2917	23855	670
2918	23865	662
2919	23877	654
2920	23888	646
2921	23897	637
2922	23903	629
2923	23909	621
2924	23917	613
2925	23923	605
2926	23932	596
2927	23949	588
2928	23957	580
2929	23966	572
2930	23972	564
2931	23979	556
2932	23985	547
2933	23989	539
2934	23994	531
2935	24000	523
2936	24007	514
2937	24013	506
2938	24018	498
2939	24023	490
2940	24028	482
2941	24035	473
2942	24043	465
2943	24050	457
2944	24055	449
2945	24061	441
2946	24068	432
2947	24073	424
2948	24083	416
2949	24090	408
2950	24096	400
2951	24103	391
2952	24112	383
2953	24122	375
2954	24128	367
2955	24137	359
2956	24146	351
2957	24154	342
2958	24160	334
2959	24168	326
2960	24175	318
2961	24183	310
2962	24191	302
2963	24201	293
2964	24208	285
2965	24215	277
2966	24223	269
2967	24230	261
2968	24236	253
2969	24244	244
2970	24255	236
2971	24263	228
2972	24269	220
2973	24276	212
2974	24283	204
2975	24292	195
2976	24302	187
2977	24317	179
2978	24324	171
2979	24332	163
2980	24342	155
2981	24353	147
2982	24363	138
2983	24371	130
2984	24380	122
2985	24390	114
2986	24398	106
2987	24408	98
2988	24414	89
2989	24421	81
2990	24429	73
2991	24434	65
2992	24445	57
2993	24459	49
2994	24465	40
2995	24479	32
2996	24487	24
2997	24494	16
2998	24501	8
2999	24509	0
