iter	RMSE
1524	0.6607768096
1525	0.6607640474
1526	0.6607228732
1527	0.6607070731
1528	0.6606929183
1529	0.6606516913
1530	0.6606335964
1531	0.6606029627
1532	0.6605841586
1533	0.6605506277
1534	0.6605113328
1535	0.6604903323
1536	0.6604742388
1537	0.6604492912
1538	0.6604335796
1539	0.6603867239
1540	0.6603711745
1541	0.6603296431
1542	0.6603118178
1543	0.6602983817
1544	0.6602759061
1545	0.6602470322
1546	0.6602020462
1547	0.6601720169
1548	0.6601572221
1549	0.6601262615
1550	0.6601111734
1551	0.6600857822
1552	0.6600529824
1553	0.6600255395
1554	0.6599949592
1555	0.659951155
1556	0.6599279442
1557	0.6598952242
1558	0.6598562135
1559	0.6598151699
1560	0.6597852075
1561	0.6597568058
1562	0.6597341299
1563	0.6597022888
1564	0.6596510339
1565	0.6596334567
1566	0.6596122767
1567	0.659587921
1568	0.6595483258
1569	0.6595189483
1570	0.6594763246
1571	0.6594323377
1572	0.6594085862
1573	0.6593788178
1574	0.6593560252
1575	0.6593125079
1576	0.6592883897
1577	0.6592637988
1578	0.6592514705
1579	0.6592300213
1580	0.6592025461
1581	0.6591733147
1582	0.6591142247
1583	0.6590977577
1584	0.6590756786
1585	0.6590558993
1586	0.6590402247
1587	0.6590143936
1588	0.6589853489
1589	0.658960936
1590	0.6589425092
1591	0.6589113163
1592	0.6588925302
1593	0.6588660379
1594	0.6588336973
1595	0.6588082703
1596	0.6587702216
1597	0.6587386424
1598	0.6587265539
1599	0.6587081594
1600	0.6586835044
1601	0.6586698121
1602	0.6586552123
1603	0.6586261911
1604	0.6585963219
1605	0.6585536081
1606	0.6585347071
1607	0.6585102131
1608	0.6584908233
1609	0.6584739132
1610	0.6584629242
1611	0.6584419997
1612	0.6584295485
1613	0.6583841056
1614	0.6583469384
1615	0.6583191867
1616	0.6582815028
1617	0.6582398001
1618	0.658224269
1619	0.6582058782
1620	0.6581724285
1621	0.6581568116
1622	0.6581224771
1623	0.6580912454
1624	0.658062142
1625	0.6580368394
1626	0.6580212608
1627	0.6579902493
1628	0.6579504183
1629	0.6579052144
1630	0.6578858303
1631	0.6578692664
1632	0.6578483702
1633	0.6577994955
1634	0.6577680678
1635	0.6577496219
1636	0.6577258481
1637	0.6577070336
1638	0.6576913616
1639	0.6576691172
1640	0.6576390663
1641	0.6576184434
1642	0.6576057249
1643	0.6575675904
1644	0.6575456063
1645	0.6575132971
1646	0.6574773129
1647	0.6574477969
1648	0.6574297605
1649	0.6573945789
1650	0.6573783142
1651	0.6573382657
1652	0.6573251765
1653	0.6572802354
1654	0.6572658583
1655	0.6572333407
1656	0.6572059574
1657	0.6571786466
1658	0.6571432062
1659	0.6571116746
1660	0.6570796323
1661	0.6570505225
1662	0.6570217535
1663	0.6569978449
1664	0.6569803583
1665	0.6569598306
1666	0.6569333271
1667	0.6569104662
1668	0.6568737282
1669	0.6568364738
1670	0.6568174112
1671	0.6567862135
1672	0.6567501237
1673	0.6567256437
1674	0.6567043752
1675	0.6566880954
1676	0.6566714718
1677	0.6566570283
1678	0.6566272679
1679	0.6566086841
1680	0.6565916281
1681	0.6565640209
1682	0.6565494853
1683	0.6565239136
1684	0.6564974264
1685	0.6564731933
1686	0.6564624925
1687	0.6564429979
1688	0.6564055582
1689	0.656381572
1690	0.6563389411
1691	0.6563295316
1692	0.6562961189
1693	0.6562733931
1694	0.6562630543
1695	0.6562307476
1696	0.6562063682
1697	0.6561723583
1698	0.6561475162
1699	0.6561212714
1700	0.6560880985
1701	0.6560673492
1702	0.6560550167
1703	0.6560302097
1704	0.6560168302
1705	0.6559829439
1706	0.6559668861
1707	0.6559364932
1708	0.6559183386
1709	0.6558927323
1710	0.6558496988
1711	0.6558200857
1712	0.6558056459
1713	0.655793762
1714	0.6557586057
1715	0.6557300477
1716	0.6557019457
1717	0.6556680353
1718	0.6556489009
1719	0.6556242118
1720	0.655609556
1721	0.655581602
1722	0.6555590917
1723	0.6555461357
1724	0.6555224398
1725	0.6555079996
1726	0.655493608
1727	0.6554527894
1728	0.6554314745
1729	0.6554100976
1730	0.6553919259
1731	0.6553763094
1732	0.655352263
1733	0.6553250299
1734	0.6552916418
1735	0.6552603331
1736	0.6552339104
1737	0.6551978265
1738	0.6551692917
1739	0.6551336026
1740	0.6551014014
1741	0.6550845009
1742	0.6550575532
1743	0.6550408082
1744	0.6550231103
1745	0.6549946609
1746	0.6549718597
1747	0.6549312601
1748	0.6548902607
1749	0.6548621144
1750	0.6548459656
1751	0.6548253987
1752	0.6547971855
1753	0.6547604234
1754	0.6547387707
1755	0.6547312083
1756	0.6547035276
1757	0.6546826367
1758	0.6546693449
1759	0.6546540241
1760	0.6546382299
1761	0.654609279
1762	0.6545749763
1763	0.6545571665
1764	0.6545454031
1765	0.6545259519
1766	0.654513785
1767	0.6544897368
1768	0.654459005
1769	0.6544406707
1770	0.6544215068
1771	0.6544083309
1772	0.6543924246
1773	0.6543790849
1774	0.6543450498
1775	0.6543154994
1776	0.6542860839
1777	0.6542498643
1778	0.6542384533
1779	0.6542096126
1780	0.6541928366
1781	0.6541807064
1782	0.6541445502
1783	0.6541261136
1784	0.6541043704
1785	0.6540903265
1786	0.6540525393
1787	0.6540274979
1788	0.6540069653
1789	0.6539924586
1790	0.6539604668
1791	0.6539331237
1792	0.6538965799
1793	0.6538756466
1794	0.6538567216
1795	0.6538382367
1796	0.6538209664
1797	0.6537980264
1798	0.6537782505
1799	0.6537546613
1800	0.6537256768
1801	0.6536970428
1802	0.6536639011
1803	0.6536320954
1804	0.6535951988
1805	0.6535732828
1806	0.6535408639
1807	0.6535134692
1808	0.6534935994
1809	0.6534483922
1810	0.6534177646
1811	0.6533869089
1812	0.6533500462
1813	0.6533308205
1814	0.653304894
1815	0.653287577
1816	0.6532570344
1817	0.653233422
1818	0.653209277
1819	0.653179854
1820	0.6531705424
1821	0.6531567344
1822	0.6531418867
1823	0.6531083892
1824	0.653082645
1825	0.6530651815
1826	0.6530422557
1827	0.6530221286
1828	0.6530053754
1829	0.6529905095
1830	0.6529754745
1831	0.6529582481
1832	0.6529362695
1833	0.6529179811
1834	0.6528895299
1835	0.6528638362
1836	0.6528496996
1837	0.6528313173
1838	0.6528171308
1839	0.6527799555
1840	0.6527589038
1841	0.6527490878
1842	0.652729554
1843	0.65271081
1844	0.6526988659
1845	0.6526656331
1846	0.6526350809
1847	0.6526102811
1848	0.6525886488
1849	0.6525468481
1850	0.6525228832
1851	0.6525093718
1852	0.6524750718
1853	0.6524520144
1854	0.6524310577
1855	0.6524086189
1856	0.6523998547
1857	0.652364231
1858	0.6523518366
1859	0.6523275303
1860	0.6523056834
1861	0.6522919672
1862	0.6522739565
1863	0.6522512018
1864	0.6522312113
1865	0.652218813
1866	0.6521910158
1867	0.6521723982
1868	0.6521579917
1869	0.652149369
1870	0.6521219971
1871	0.6521096122
1872	0.652088866
1873	0.6520739582
1874	0.6520457301
1875	0.6520212047
1876	0.652011297
1877	0.6519883311
1878	0.6519770508
1879	0.6519527401
1880	0.651933094
1881	0.6518899293
1882	0.6518609691
1883	0.6518434332
1884	0.6518303829
1885	0.6518209456
1886	0.6518104721
1887	0.6517876133
1888	0.6517635074
1889	0.6517425121
1890	0.6517327054
1891	0.6517188628
1892	0.6516899732
1893	0.6516797234
1894	0.6516540969
1895	0.651617057
1896	0.6515988787
1897	0.6515745224
1898	0.6515676608
1899	0.6515476781
1900	0.6515220785
1901	0.651476555
1902	0.6514675344
1903	0.6514533075
1904	0.6514245166
1905	0.651399579
1906	0.651374649
1907	0.6513660494
1908	0.6513523305
1909	0.6513353337
1910	0.6513226182
1911	0.6513062375
1912	0.6512900813
1913	0.6512723754
1914	0.6512346481
1915	0.6512030888
1916	0.6511785978
1917	0.65116174
1918	0.6511308124
1919	0.6511015339
1920	0.6510870896
1921	0.6510641197
1922	0.6510367093
1923	0.6510219624
1924	0.6509895591
1925	0.650974236
1926	0.6509573359
1927	0.650943849
1928	0.6509285856
1929	0.6509074252
1930	0.6508550612
1931	0.6508451636
1932	0.6508112558
1933	0.6507877966
1934	0.6507808591
1935	0.6507548204
1936	0.6507359535
1937	0.6507184477
1938	0.6507100906
1939	0.6506735693
1940	0.6506580763
1941	0.6506372822
1942	0.6506047754
1943	0.6505888712
1944	0.6505649198
1945	0.6505597721
1946	0.6505161818
1947	0.6504836857
1948	0.650454741
1949	0.6504433091
1950	0.6504281421
1951	0.6504137088
1952	0.6503879384
1953	0.6503703559
1954	0.6503333857
1955	0.6503144414
1956	0.6502954041
1957	0.6502699482
1958	0.6502508059
1959	0.6502398292
1960	0.6502222727
1961	0.6502124156
1962	0.6502009969
1963	0.6501835158
1964	0.6501565078
1965	0.6501327662
1966	0.6501013178
1967	0.6500784118
1968	0.6500642573
1969	0.6500469898
1970	0.6500310431
1971	0.6500177926
1972	0.6499980142
1973	0.6499794396
1974	0.6499685151
1975	0.6499587737
1976	0.6499483914
1977	0.6499354505
1978	0.6499211926
1979	0.6499021658
1980	0.6498863654
1981	0.6498659081
1982	0.649832222
1983	0.6498078567
1984	0.6497864302
1985	0.6497598308
1986	0.6497375828
1987	0.6497049516
1988	0.6496732361
1989	0.6496350745
1990	0.6496002384
1991	0.649578526
1992	0.6495509793
1993	0.649526441
1994	0.6495182742
1995	0.6494946275
1996	0.6494761095
1997	0.6494504944
1998	0.6494204505
1999	0.6494099319
2000	0.6493983883
2001	0.6493619856
2002	0.6493345565
2003	0.6493111091
2004	0.6492982639
2005	0.6492719654
2006	0.6492621641
2007	0.6492500468
2008	0.6492277117
2009	0.6491903386
2010	0.6491764199
2011	0.6491667215
2012	0.6491335023
2013	0.6491191716
2014	0.6490910934
2015	0.6490774375
2016	0.6490689446
2017	0.6490521824
2018	0.6490422969
2019	0.649019485
2020	0.6490021282
2021	0.6489877931
2022	0.6489713156
2023	0.6489491935
2024	0.6489292754
2025	0.6489081087
2026	0.6488835115
2027	0.6488641205
2028	0.6488489778
2029	0.6488280364
2030	0.648813481
2031	0.6488041141
2032	0.6487947936
2033	0.6487807305
2034	0.6487637191
2035	0.6487375494
2036	0.6487243456
2037	0.6486892618
2038	0.6486753424
2039	0.6486611295
2040	0.6486492124
2041	0.6486203096
2042	0.6485975668
2043	0.6485822282
2044	0.6485477173
2045	0.6485195333
2046	0.6485119182
2047	0.6484972564
2048	0.6484887781
2049	0.6484775985
2050	0.6484604932
2051	0.6484392392
2052	0.6484148988
2053	0.6483986435
2054	0.6483868392
2055	0.6483728823
2056	0.6483506106
2057	0.6483374498
2058	0.6483319217
2059	0.6483172095
2060	0.6483045279
2061	0.6482871072
2062	0.6482735906
2063	0.6482434189
2064	0.6482080121
2065	0.6481913957
2066	0.6481750549
2067	0.648154464
2068	0.6481319148
2069	0.6481191957
2070	0.6480961244
2071	0.648064884
2072	0.6480457911
2073	0.6480286448
2074	0.6479983054
2075	0.6479816249
2076	0.6479711122
2077	0.6479503938
2078	0.6479328292
2079	0.6479235931
2080	0.6479086691
2081	0.6478939371
2082	0.6478786855
2083	0.6478655572
2084	0.6478505478
2085	0.6478333129
2086	0.6478200135
2087	0.6478120158
2088	0.647798419
2089	0.6477861212
2090	0.647774315
2091	0.6477684365
2092	0.647750717
2093	0.6477116349
2094	0.6476944019
2095	0.6476860997
2096	0.6476722735
2097	0.6476553831
2098	0.6476347236
2099	0.6476201371
2100	0.6476042189
2101	0.6475859576
2102	0.6475704353
2103	0.6475599186
2104	0.6475457218
2105	0.647521262
2106	0.6475079661
2107	0.6474889497
2108	0.6474777239
2109	0.6474531833
2110	0.6474370398
2111	0.6474085946
2112	0.647378131
2113	0.6473627662
2114	0.6473437002
2115	0.6473244994
2116	0.6472954648
2117	0.6472643106
2118	0.6472508254
2119	0.6472244325
2120	0.647204777
2121	0.6471920739
2122	0.6471746305
2123	0.6471671257
2124	0.6471542487
2125	0.6471198357
2126	0.6470903036
2127	0.647076336
2128	0.6470556338
2129	0.6470404093
2130	0.6470115791
2131	0.646987111
2132	0.6469817655
2133	0.6469653035
2134	0.6469454483
2135	0.646935014
2136	0.646914363
2137	0.6469022392
2138	0.6468945521
2139	0.6468736097
2140	0.6468559839
2141	0.6468261099
2142	0.646804794
2143	0.6467829823
2144	0.646771591
2145	0.6467515523
2146	0.6467224782
2147	0.6467010344
2148	0.6466899593
2149	0.6466743766
2150	0.646662697
2151	0.6466386799
2152	0.6466185435
2153	0.6465915435
2154	0.6465554541
2155	0.646528768
2156	0.6465126633
2157	0.6465038151
2158	0.6464906129
2159	0.646465771
2160	0.6464466806
2161	0.6464226511
2162	0.6463990194
2163	0.6463853797
2164	0.6463709811
2165	0.6463553637
2166	0.6463429319
2167	0.6463306453
2168	0.6463177804
2169	0.6463054958
2170	0.6462910843
2171	0.646279114
2172	0.6462575845
2173	0.6462224673
2174	0.6462130365
2175	0.646199056
2176	0.64618147
2177	0.6461559196
2178	0.6461341587
2179	0.6461255784
2180	0.6461003415
2181	0.6460614791
2182	0.6460381535
2183	0.646022638
2184	0.6459881123
2185	0.6459767966
2186	0.6459527338
2187	0.6459459185
2188	0.6459325033
2189	0.6459138779
2190	0.6458972041
2191	0.6458757529
2192	0.6458659383
2193	0.6458459605
2194	0.645819449
2195	0.6458043857
2196	0.6457788873
2197	0.6457555284
2198	0.6457312053
2199	0.6457111999
2200	0.6456966872
2201	0.6456770271
2202	0.6456680852
2203	0.6456499513
2204	0.6456387141
2205	0.6456327321
2206	0.6456226425
2207	0.645600173
2208	0.645579723
2209	0.6455678928
2210	0.6455417569
2211	0.6455263112
2212	0.645515429
2213	0.6454913841
2214	0.6454728171
2215	0.6454553044
2216	0.6454422674
2217	0.6454340803
2218	0.6454117891
2219	0.6454016779
2220	0.6453939215
2221	0.6453817229
2222	0.6453586361
2223	0.6453389574
2224	0.6453282726
2225	0.6453136506
2226	0.6453054007
2227	0.6452872698
2228	0.6452572397
2229	0.6452364718
2230	0.6452206987
2231	0.645198329
2232	0.6451706154
2233	0.6451510339
2234	0.6451338508
2235	0.645125832
2236	0.6451079331
2237	0.6450806152
2238	0.6450686931
2239	0.6450538729
2240	0.6450358741
2241	0.6450253264
2242	0.6450189253
2243	0.6449956122
2244	0.6449696244
2245	0.6449409343
2246	0.6449199203
2247	0.6449124498
2248	0.6448916441
2249	0.6448789973
2250	0.6448613659
2251	0.6448469384
2252	0.6448382824
2253	0.6448239389
2254	0.6448086463
2255	0.6447899287
2256	0.6447751398
2257	0.6447519488
2258	0.6447336726
2259	0.6447198155
2260	0.6447018303
2261	0.644687379
2262	0.6446764362
2263	0.6446656269
2264	0.6446450876
2265	0.6446358498
2266	0.6446225226
2267	0.6446163151
2268	0.6445892579
2269	0.6445810225
2270	0.644570149
2271	0.6445575253
2272	0.6445499715
2273	0.6445200306
2274	0.6445060453
2275	0.6444812133
2276	0.6444715794
2277	0.6444321954
2278	0.6444224799
2279	0.6444171587
2280	0.6444096805
2281	0.6444004493
2282	0.6443802803
2283	0.6443640798
2284	0.6443462623
2285	0.6443349169
2286	0.6443200069
2287	0.6442941081
2288	0.6442737779
2289	0.6442493484
2290	0.6442346352
2291	0.64421857
2292	0.6442063323
2293	0.6441714609
2294	0.6441522759
2295	0.6441334875
2296	0.6441105019
2297	0.6440967029
2298	0.6440827762
2299	0.6440634014
2300	0.6440291953
2301	0.6440141954
2302	0.6440128745
2303	0.6439988004
2304	0.6439725662
2305	0.6439609945
2306	0.6439461023
2307	0.6439278333
2308	0.6439125012
2309	0.6438890941
2310	0.6438692433
2311	0.6438486545
2312	0.6438329777
2313	0.6438166825
2314	0.643806107
2315	0.6437988776
2316	0.6437787921
2317	0.6437632339
2318	0.6437487031
2319	0.6437244355
2320	0.6437125527
2321	0.6436910668
2322	0.6436639435
2323	0.6436472197
2324	0.6436239073
2325	0.6435985033
2326	0.6435686878
2327	0.6435482183
2328	0.6435288171
2329	0.643522473
2330	0.6434957825
2331	0.6434784003
2332	0.6434694279
2333	0.6434552657
2334	0.6434443994
2335	0.6434327155
2336	0.6434150579
2337	0.6434037702
2338	0.6433711377
2339	0.6433502662
2340	0.6433385873
2341	0.6433091338
2342	0.6433015795
2343	0.643293431
2344	0.6432811237
2345	0.6432684322
2346	0.6432489996
2347	0.6432281268
2348	0.6432167712
2349	0.6432065622
2350	0.6431852128
2351	0.6431628978
2352	0.6431523653
2353	0.6431454994
2354	0.6431277466
2355	0.6431087586
2356	0.6430937391
2357	0.6430737596
2358	0.6430535185
2359	0.6430290301
2360	0.643012603
2361	0.6429954633
2362	0.6429806908
2363	0.6429654924
2364	0.6429413542
2365	0.6429252414
2366	0.6428954741
2367	0.6428701853
2368	0.642855169
2369	0.6428374676
2370	0.642811937
2371	0.6428026853
2372	0.642787102
2373	0.642772266
2374	0.6427558146
2375	0.6427496552
2376	0.6427384249
2377	0.6427247056
2378	0.6427106357
2379	0.6426806411
2380	0.6426697445
2381	0.6426520302
2382	0.6426382509
2383	0.6426000104
2384	0.642582445
2385	0.6425613594
2386	0.6425307759
2387	0.6425228431
2388	0.6425167605
2389	0.642496929
2390	0.6424773969
2391	0.6424670523
2392	0.6424565649
2393	0.6424382002
2394	0.6424189608
2395	0.6423969314
2396	0.6423730145
2397	0.6423596053
2398	0.6423472639
2399	0.6423230262
2400	0.6422959102
2401	0.6422842859
2402	0.6422702688
2403	0.6422422077
2404	0.6422167545
2405	0.6422034283
2406	0.6421822226
2407	0.6421741608
2408	0.6421660623
2409	0.6421430404
2410	0.642125573
2411	0.6421056444
2412	0.6420982226
2413	0.642089768
2414	0.6420594281
2415	0.6420399255
2416	0.6420369976
2417	0.6420199696
2418	0.6419937024
2419	0.6419812318
2420	0.6419620798
2421	0.6419348389
2422	0.6419247748
2423	0.6419047598
2424	0.6418749249
2425	0.6418613502
2426	0.6418356939
2427	0.6418200794
2428	0.6418087858
2429	0.6417998518
2430	0.6417873547
2431	0.6417653674
2432	0.6417466773
2433	0.6417150024
2434	0.6417052852
2435	0.64168007
2436	0.6416737286
2437	0.6416511457
2438	0.6416359471
2439	0.6416155007
2440	0.6415948319
2441	0.6415841636
2442	0.6415722329
2443	0.6415602195
2444	0.6415491768
2445	0.6415422102
2446	0.6415264067
2447	0.6415190381
2448	0.6414963447
2449	0.6414799481
2450	0.6414712556
2451	0.6414626435
2452	0.6414518683
2453	0.641443049
2454	0.6414337143
2455	0.6414222375
2456	0.6413997058
2457	0.6413834144
2458	0.6413612041
2459	0.641350651
2460	0.6413285688
2461	0.6413160408
2462	0.6413048379
2463	0.641285576
2464	0.641279723
2465	0.6412740478
2466	0.6412643084
2467	0.6412438911
2468	0.6412321316
2469	0.6412188411
2470	0.6412029381
2471	0.641192133
2472	0.6411730236
2473	0.6411610123
2474	0.6411492748
2475	0.6411377951
2476	0.641127591
2477	0.6411123191
2478	0.641101581
2479	0.6410830836
2480	0.6410703172
2481	0.641035817
2482	0.6410230764
2483	0.6410122757
2484	0.6409970765
2485	0.6409797679
2486	0.6409711171
2487	0.6409520443
2488	0.6409411682
2489	0.6409241522
2490	0.6409133374
2491	0.640902951
2492	0.6408848691
2493	0.6408674988
2494	0.6408472026
2495	0.6408234878
2496	0.6408008739
2497	0.64079283
2498	0.6407789939
2499	0.6407518391
2500	0.6407381423
2501	0.6407286385
2502	0.6407214172
2503	0.6407056599
2504	0.6406950754
2505	0.6406845451
2506	0.6406594506
2507	0.6406497644
2508	0.6406340664
2509	0.6406088532
2510	0.6405985726
2511	0.6405881223
2512	0.6405721662
2513	0.640546395
2514	0.6405383173
2515	0.6405238576
2516	0.6405007322
2517	0.6404926156
2518	0.6404787149
2519	0.6404478799
2520	0.6404311556
2521	0.640423496
2522	0.6404108697
2523	0.6403896765
2524	0.6403594985
2525	0.6403495563
2526	0.6403415764
2527	0.6403324911
2528	0.6403178593
2529	0.6402909945
2530	0.6402821125
2531	0.640273959
2532	0.6402613802
2533	0.6402431979
2534	0.6402183668
2535	0.6401982611
2536	0.6401854125
2537	0.6401760538
2538	0.6401619589
2539	0.6401488695
2540	0.6401206482
2541	0.6401061279
2542	0.640090325
2543	0.640086532
2544	0.6400693129
2545	0.640054083
2546	0.6400444972
2547	0.6400318675
2548	0.6400199722
2549	0.6400014321
2550	0.6399815205
2551	0.6399687726
2552	0.639958392
2553	0.6399387113
2554	0.6399197672
2555	0.6398978784
2556	0.6398758251
2557	0.6398592182
2558	0.639848049
2559	0.6398354505
2560	0.6398221443
2561	0.6398024222
2562	0.6397905152
2563	0.6397755032
2564	0.6397550792
2565	0.6397418067
2566	0.6397249391
2567	0.6397089207
2568	0.6397041233
2569	0.639680673
2570	0.6396600109
2571	0.6396483265
2572	0.639636747
2573	0.6396209626
2574	0.6396045766
2575	0.6395814744
2576	0.639573984
2577	0.6395601461
2578	0.6395486988
2579	0.6395386547
2580	0.6395180517
2581	0.639500399
2582	0.6394887118
2583	0.6394765887
2584	0.639462956
2585	0.6394469556
2586	0.6394310511
2587	0.6394184682
2588	0.6394009288
2589	0.6393740061
2590	0.6393592022
2591	0.6393481518
2592	0.6393289857
2593	0.6393184018
2594	0.6393120017
2595	0.6393009633
2596	0.6392971813
2597	0.6392799079
2598	0.6392670727
2599	0.6392534327
2600	0.6392454355
2601	0.6392271724
2602	0.6392159561
2603	0.6392092832
2604	0.6391889387
2605	0.6391723371
2606	0.6391604323
2607	0.639141691
2608	0.6391345556
2609	0.6391216742
2610	0.6391156762
2611	0.6391000801
2612	0.6390780663
2613	0.6390585162
2614	0.6390404313
2615	0.6390319149
2616	0.6390217608
2617	0.6390112641
2618	0.63899214
2619	0.6389836306
2620	0.6389693875
2621	0.638952662
2622	0.6389372081
2623	0.6389218119
2624	0.63890902
2625	0.6388971891
2626	0.6388810577
2627	0.6388682677
2628	0.6388575858
2629	0.6388425869
2630	0.638825947
2631	0.6388128654
2632	0.6387990943
2633	0.6387828943
2634	0.6387601415
2635	0.6387346001
2636	0.6387267652
2637	0.6387079584
2638	0.6386792232
2639	0.63866321
2640	0.6386425014
2641	0.6386134226
2642	0.6385941806
2643	0.6385642911
2644	0.6385553466
2645	0.6385416592
2646	0.6385256226
2647	0.6385109689
2648	0.6385006769
2649	0.638485509
2650	0.6384721993
2651	0.6384597851
2652	0.6384425148
2653	0.6384284156
2654	0.6384185332
2655	0.6383954705
2656	0.6383807659
2657	0.6383656018
2658	0.6383436051
2659	0.6383324437
2660	0.6383137484
2661	0.6382988162
2662	0.6382872149
2663	0.6382804667
2664	0.6382570371
2665	0.6382443763
2666	0.6382357332
2667	0.6382275871
2668	0.638215474
2669	0.6381944927
2670	0.6381836546
2671	0.63816801
2672	0.6381554104
2673	0.6381422857
2674	0.6381206527
2675	0.63810741
2676	0.6380946491
2677	0.6380765576
2678	0.6380635965
2679	0.6380481625
2680	0.6380416412
2681	0.6380290657
2682	0.6379965466
2683	0.637987453
2684	0.6379695526
2685	0.6379534661
2686	0.6379324092
2687	0.6379210384
2688	0.6379133406
2689	0.637902844
2690	0.6378778904
2691	0.6378628044
2692	0.6378503202
2693	0.6378404567
2694	0.6378263813
2695	0.6378182972
2696	0.6378008473
2697	0.6377952047
2698	0.6377747943
2699	0.6377488068
2700	0.6377352008
2701	0.6377266587
2702	0.6377163328
2703	0.6377069254
2704	0.6376941706
2705	0.6376875869
2706	0.6376811498
2707	0.6376594572
2708	0.6376555944
2709	0.6376331977
2710	0.637627628
2711	0.6376205234
2712	0.6376067771
2713	0.6375972255
2714	0.6375794404
2715	0.6375700383
2716	0.6375584484
2717	0.6375509288
2718	0.6375436883
2719	0.6375313374
2720	0.6375163545
2721	0.6374989399
2722	0.6374735747
2723	0.6374600512
2724	0.6374352871
2725	0.6374207207
2726	0.6374039623
2727	0.6373829185
2728	0.6373628502
2729	0.6373521967
2730	0.637338521
2731	0.6373265736
2732	0.6373104419
2733	0.6372918381
2734	0.6372776357
2735	0.6372574972
2736	0.6372384545
2737	0.6372275792
2738	0.6372171118
2739	0.6372086498
2740	0.6372025792
2741	0.63719221
2742	0.6371783493
2743	0.6371675967
2744	0.637155571
2745	0.6371292794
2746	0.6371193605
2747	0.6371127267
2748	0.6370992795
2749	0.6370896888
2750	0.6370742252
2751	0.6370559865
2752	0.6370463469
2753	0.6370271083
2754	0.637014071
2755	0.6369750483
2756	0.6369602
2757	0.6369490323
2758	0.6369397082
2759	0.636922087
2760	0.6369066038
2761	0.6368972378
2762	0.6368899217
2763	0.6368656559
2764	0.6368478031
2765	0.6368339464
2766	0.6368273708
2767	0.6367975991
2768	0.6367902794
2769	0.6367786952
2770	0.6367570618
2771	0.6367501051
2772	0.6367363188
2773	0.636728598
2774	0.6367030987
2775	0.6366816312
2776	0.6366646547
2777	0.6366540873
2778	0.6366435719
2779	0.6366350553
2780	0.6366206174
2781	0.6365950198
2782	0.6365846578
2783	0.6365718285
2784	0.636554627
2785	0.6365360819
2786	0.63651925
2787	0.636512809
2788	0.636503549
2789	0.6364906787
2790	0.636478219
2791	0.636466846
2792	0.6364538662
2793	0.6364421501
2794	0.6364174691
2795	0.6364035844
2796	0.6363921935
2797	0.6363831238
2798	0.6363662445
2799	0.636349838
2800	0.6363476165
2801	0.6363363743
2802	0.636314206
2803	0.6363051916
2804	0.6362917965
2805	0.6362808695
2806	0.6362566959
2807	0.6362393756
2808	0.6362313662
2809	0.6362238305
2810	0.6362047467
2811	0.6361781877
2812	0.6361572815
2813	0.6361486007
2814	0.6361345124
2815	0.6361219973
2816	0.6360955542
2817	0.6360868265
2818	0.636076114
2819	0.6360652248
2820	0.6360478083
2821	0.6360366624
2822	0.6360175972
2823	0.6360138534
2824	0.635997744
2825	0.6359778215
2826	0.6359714214
2827	0.6359416816
2828	0.6359246184
2829	0.635911387
2830	0.6359074694
2831	0.6358927485
2832	0.6358781741
2833	0.6358582149
2834	0.635844537
2835	0.6358287433
2836	0.6358164159
2837	0.6357970944
2838	0.635782524
2839	0.6357717334
2840	0.6357602099
2841	0.6357461882
2842	0.6357223092
2843	0.6357116522
2844	0.6356939406
2845	0.6356677742
2846	0.635654879
2847	0.6356321633
2848	0.6356151996
2849	0.6356057155
2850	0.6355773597
2851	0.6355589966
2852	0.6355497807
2853	0.6355391358
2854	0.6355119246
2855	0.6355020603
2856	0.6354892488
2857	0.6354743378
2858	0.6354580899
2859	0.6354426875
2860	0.6354079224
2861	0.6353999994
2862	0.6353923468
2863	0.6353846965
2864	0.6353626718
2865	0.6353460587
2866	0.6353310574
2867	0.6353168721
2868	0.635304447
2869	0.6352882231
2870	0.6352759174
2871	0.6352579687
2872	0.6352368307
2873	0.6352079
2874	0.6351971746
2875	0.635182472
2876	0.6351783058
2877	0.6351695469
2878	0.6351606166
2879	0.6351464219
2880	0.6351287772
2881	0.6351235013
2882	0.6351114134
2883	0.6351067796
2884	0.6350798697
2885	0.6350632317
2886	0.6350494759
2887	0.6350286629
2888	0.6350103877
2889	0.6350014189
2890	0.6349895505
2891	0.6349789332
2892	0.6349677775
2893	0.6349596345
2894	0.6349475569
2895	0.6349356395
2896	0.6349129949
2897	0.6349071808
2898	0.6348977187
2899	0.6348894418
2900	0.6348853195
2901	0.6348677777
2902	0.6348584251
2903	0.6348393743
2904	0.6348253839
2905	0.6348219171
2906	0.6348129296
2907	0.6348035867
2908	0.634795017
2909	0.6347744854
2910	0.6347579476
2911	0.6347329486
2912	0.6347139723
2913	0.6347073355
2914	0.6346988657
2915	0.6346806885
2916	0.6346705466
2917	0.6346574439
2918	0.6346416996
2919	0.6346312296
2920	0.6346115274
2921	0.6345896382
2922	0.6345817387
2923	0.6345762112
2924	0.6345640222
2925	0.6345561897
2926	0.6345448943
2927	0.6345374012
2928	0.6345290402
2929	0.6345235644
2930	0.6345163901
2931	0.6345067953
2932	0.6344925364
2933	0.6344865861
2934	0.6344732913
2935	0.6344648123
2936	0.6344590593
