iter	RMSE
416	0.728823335
417	0.7286864219
418	0.7284294864
419	0.728293547
420	0.7281493148
421	0.7279705244
422	0.7277765717
423	0.7276090373
424	0.7274745405
425	0.7272934994
426	0.7271318143
427	0.7269214133
428	0.7267667807
429	0.7266188794
430	0.7264393176
431	0.726214469
432	0.7260322131
433	0.7258724573
434	0.7257225242
435	0.7255769122
436	0.7254151491
437	0.7252665392
438	0.7250658871
439	0.7248850049
440	0.7247144962
441	0.7245604392
442	0.7244554954
443	0.7243098824
444	0.7241705102
445	0.7239278633
446	0.7237844722
447	0.7236319544
448	0.7234910913
449	0.7233836728
450	0.7232779705
451	0.7231027224
452	0.7229370791
453	0.7228179926
454	0.7226558908
455	0.7224774702
456	0.7223299895
457	0.722214946
458	0.7220903653
459	0.7218997048
460	0.7217215385
461	0.7216270954
462	0.7214785643
463	0.7213174865
464	0.7211976494
465	0.7210705674
466	0.7209638698
467	0.7208691573
468	0.7207585711
469	0.7206875022
470	0.7205239545
471	0.7204065453
472	0.7202640388
473	0.7201593956
474	0.7200644061
475	0.7199593086
476	0.7198395514
477	0.7197
478	0.7196011865
479	0.7194847748
480	0.7193534186
481	0.7192632486
482	0.7191279605
483	0.7190194866
484	0.7188843706
485	0.7187687377
486	0.7186656191
487	0.7185238164
488	0.7184395816
489	0.7183508647
490	0.7182350692
491	0.7181499464
492	0.7180037638
493	0.7178238426
494	0.717739618
495	0.7175953501
496	0.7174466035
497	0.717322269
498	0.7171855718
499	0.7170232562
500	0.716896424
501	0.7168063919
502	0.7166777242
503	0.7165590122
504	0.7164407524
505	0.7163176069
506	0.7162402294
507	0.7161593558
508	0.7160598477
509	0.7159704654
510	0.7157871545
511	0.7156850251
512	0.715621076
513	0.7155431398
514	0.715426547
515	0.7153152963
516	0.715142252
517	0.7150560765
518	0.7149674067
519	0.7148733036
520	0.7147423778
521	0.714616571
522	0.7145353243
523	0.7144284227
524	0.7143558202
525	0.7142189952
526	0.7140596375
527	0.7139926406
528	0.7139302714
529	0.7138236531
530	0.7137549079
531	0.713645068
532	0.7135700181
533	0.7134900532
534	0.7134109391
535	0.7133136687
536	0.7132327455
537	0.7130974889
538	0.7130256608
539	0.7128876335
540	0.7127675659
541	0.7125846443
542	0.7124689178
543	0.7123518873
544	0.7122654787
545	0.7121648662
546	0.7120837744
547	0.7119906213
548	0.7119041988
549	0.7118249551
550	0.7116674401
551	0.7115334989
552	0.711423723
553	0.7113498226
554	0.7112808514
555	0.7111870439
556	0.7110627694
557	0.7108753819
558	0.7108129062
559	0.7107446626
560	0.7105730407
561	0.7104997735
562	0.7103319132
563	0.7102634457
564	0.7101867916
565	0.7100962182
566	0.7100228261
567	0.7098996449
568	0.7098148217
569	0.709796541
570	0.7096734732
571	0.7095480814
572	0.7094833807
573	0.7094284118
574	0.7092973495
575	0.7092253718
576	0.7091257754
577	0.7090372774
578	0.7089723389
579	0.7089237675
580	0.7088573599
581	0.7087687533
582	0.708665156
583	0.7085774984
584	0.7084719007
585	0.7083962999
586	0.7083148284
587	0.7082592972
588	0.7081484124
589	0.7079249189
590	0.7078177181
591	0.707722268
592	0.707639019
593	0.7074557404
594	0.7073884052
595	0.707226085
596	0.7071391943
597	0.7070660039
598	0.7069271233
599	0.7068378318
600	0.7067607858
601	0.7066864844
602	0.7066284145
603	0.7065710956
604	0.7064977649
605	0.7064033238
606	0.7063166024
607	0.7062088602
608	0.7060290267
609	0.7059574931
610	0.7058466318
611	0.7057713224
612	0.705703741
613	0.7056367962
614	0.7055928366
615	0.7055082487
616	0.7054477076
617	0.7053238457
618	0.7052899152
619	0.7051638747
620	0.7050637037
621	0.7050124153
622	0.704937292
623	0.7048008597
624	0.7047387738
625	0.7046916146
626	0.7046052761
627	0.7044561809
628	0.704388196
629	0.7042960214
630	0.7041957409
631	0.704072561
632	0.704014961
633	0.7039383985
634	0.7037943214
635	0.7036351473
636	0.7035333884
637	0.7034260449
638	0.7033826061
639	0.7033091376
640	0.7032454282
641	0.7031395237
642	0.7030003276
643	0.7029324593
644	0.7027939782
645	0.7027230503
646	0.7026272919
647	0.7025404254
648	0.7024701747
649	0.7024007657
650	0.7023484952
651	0.7022864411
652	0.7022135932
653	0.7021302417
654	0.7020408982
655	0.7019435416
656	0.7017969754
657	0.7017397154
658	0.7016989636
659	0.7016333382
660	0.7015102007
661	0.7014212654
662	0.7014032041
663	0.701331725
664	0.7012519475
665	0.7011145119
666	0.7010465006
667	0.7010113531
668	0.7009500176
669	0.7008421077
670	0.7007837509
671	0.7006595028
672	0.7006185867
673	0.7004869928
674	0.700427525
675	0.7003688379
676	0.7003022245
677	0.7002288692
678	0.7001226866
679	0.7000777007
680	0.7000008317
681	0.6999389321
682	0.6998766076
683	0.699795439
684	0.6997099144
685	0.6996373348
686	0.6995675334
687	0.699410083
688	0.6993662437
689	0.699271026
690	0.6992023194
691	0.6991106431
692	0.6990400818
693	0.6989593409
694	0.6988480855
695	0.6987775478
696	0.6986426835
697	0.6985970726
698	0.6985218962
699	0.6984380185
700	0.6983715223
701	0.6983391374
702	0.6982752326
703	0.6982277803
704	0.6981355797
705	0.6980062136
706	0.6978964512
707	0.6978596258
708	0.6978158741
709	0.6977389674
710	0.6976904737
711	0.6976441096
712	0.6975412515
713	0.6974952847
714	0.6974458099
715	0.6973903157
716	0.6973458246
717	0.697295471
718	0.6972387079
719	0.6971811806
720	0.6971454184
721	0.697084351
722	0.6970264636
723	0.6969825294
724	0.6968946816
725	0.6968065855
726	0.6966791678
727	0.6966127064
728	0.6965007666
729	0.6964496246
730	0.6963700691
731	0.696296773
732	0.6962220376
733	0.6961827077
734	0.6961380977
735	0.6960358783
736	0.6959249935
737	0.6958573599
738	0.6958054925
739	0.6957477356
740	0.6957071856
741	0.6956474657
742	0.6955892451
743	0.6955202772
744	0.6954453274
745	0.6953815003
746	0.6953373554
747	0.6952981788
748	0.6951888609
749	0.6951240235
750	0.6950838173
751	0.6949844329
752	0.6949235248
753	0.6948694317
754	0.6948094603
755	0.6947524135
756	0.6946977616
757	0.6945874798
758	0.6945155918
759	0.6944629287
760	0.6944060743
761	0.6943711943
762	0.6943350383
763	0.694312788
764	0.6942444897
765	0.6941785461
766	0.6941346948
767	0.6940331813
768	0.6939938675
769	0.6939365132
770	0.6939248896
771	0.6939011066
772	0.6938465587
773	0.6937623705
774	0.6936896413
775	0.6936455649
776	0.6935672497
777	0.6935371824
778	0.6934829253
779	0.6933881177
780	0.6933398175
781	0.6932901791
782	0.6932312704
783	0.6931726235
784	0.6930957913
785	0.6930342965
786	0.6929595218
787	0.6928335925
788	0.6927732398
789	0.6927079043
790	0.6926094586
791	0.6925246371
792	0.6924670195
793	0.6923936338
794	0.6923561399
795	0.6923152527
796	0.6922127057
797	0.692164513
798	0.6921006746
799	0.6920667233
800	0.6920011619
801	0.6919546575
802	0.6919067041
803	0.6917859363
804	0.6916947043
805	0.6916441792
806	0.6916027156
807	0.6915415017
808	0.6914967197
809	0.691449918
810	0.6913799413
811	0.6913349977
812	0.6912643657
813	0.6911958704
814	0.6911458209
815	0.6910741301
816	0.6910365691
817	0.6909935006
818	0.6909683855
819	0.6909300811
820	0.6909191821
821	0.6908596123
822	0.6908339867
823	0.6907984854
824	0.6907514238
825	0.6907168839
826	0.6906665752
827	0.6905945938
828	0.6905414401
829	0.6904610051
830	0.6903840007
831	0.6903457373
832	0.6902741684
833	0.6902251327
834	0.690172089
835	0.6901188028
836	0.6900273335
837	0.6899277665
838	0.6898696261
839	0.6898234036
840	0.6897779916
841	0.6896943701
842	0.6896376575
843	0.6895393091
844	0.6895087118
845	0.689408779
846	0.6893864064
847	0.6893456763
848	0.6892806436
849	0.6892230301
850	0.6891853184
851	0.6891195369
852	0.6890680277
853	0.6889774488
854	0.6889323558
855	0.6888569274
856	0.6888314827
857	0.6887790006
858	0.6887147533
859	0.6886850226
860	0.6886443871
861	0.6886045946
862	0.6885606682
863	0.6884777672
864	0.6884167815
865	0.6883977914
866	0.6883552006
867	0.6883171408
868	0.6882748188
869	0.6882465041
870	0.6882366648
871	0.6881861415
872	0.688137586
873	0.6880922221
874	0.6880268437
875	0.6879811308
876	0.6879504082
877	0.6879204417
878	0.687876713
879	0.6878491105
880	0.687789987
881	0.6877052396
882	0.6876206714
883	0.6875948573
884	0.6875477844
885	0.687499922
886	0.6874810276
887	0.6874215656
888	0.6873799943
889	0.6873416006
890	0.6872848306
891	0.6872305557
892	0.6872191553
893	0.687114797
894	0.6870462308
895	0.6869861406
896	0.6869480909
897	0.6869041439
898	0.6868513981
899	0.686807354
900	0.6867453031
901	0.6867122479
902	0.6866676522
903	0.6866259598
904	0.6865989796
905	0.6865569697
906	0.6865043844
907	0.6864199631
908	0.6863434001
909	0.6862652652
910	0.6862107559
911	0.6861299478
912	0.6860585007
913	0.6860126262
914	0.685923079
915	0.6858775674
916	0.6857869326
917	0.6857068791
918	0.6856442406
919	0.68560742
920	0.685541176
921	0.6854963662
922	0.6854685952
923	0.6854116511
924	0.6853292333
925	0.6852950394
926	0.6852055981
927	0.6851745053
928	0.685101596
929	0.6850058116
930	0.6849616631
931	0.6849285695
932	0.6848703064
933	0.6848161278
934	0.6847432755
935	0.6846339162
936	0.6845798484
937	0.6845510319
938	0.684523585
939	0.6844689557
940	0.6843819693
941	0.6843326415
942	0.6843074601
943	0.6842684802
944	0.684228105
945	0.6841633422
946	0.6840997224
947	0.6840657508
948	0.6840264078
949	0.6839829186
950	0.6839200429
951	0.6838738736
952	0.683815973
953	0.6837409893
954	0.6837054407
955	0.6836099768
956	0.6835501758
957	0.6834917906
958	0.6834500284
959	0.6833728631
960	0.6833362228
961	0.6832873513
962	0.68323718
963	0.683175655
964	0.6830773798
965	0.6830221204
966	0.6829521947
967	0.6829002228
968	0.6828531049
969	0.6827910559
970	0.6827550141
971	0.6826874602
972	0.68264112
973	0.6825803303
974	0.6825421998
975	0.6824761711
976	0.6824240032
977	0.6823829829
978	0.6823426394
979	0.6822877255
980	0.6822470872
981	0.6821762282
982	0.6821000856
983	0.6820822563
984	0.6820360019
985	0.6819691753
986	0.6819112305
987	0.6818700211
988	0.6818163736
989	0.6817844975
990	0.68175966
991	0.6817085566
992	0.681644386
993	0.6815940376
994	0.6815656258
995	0.681525451
996	0.6814950929
997	0.681471192
998	0.6813953801
999	0.6813697625
1000	0.6812982782
1001	0.6812639464
1002	0.6811969002
1003	0.6811304176
1004	0.6811037046
1005	0.6810652149
1006	0.6810332577
1007	0.6809958294
1008	0.6809231443
1009	0.6808903244
1010	0.6808295953
1011	0.6807780699
1012	0.6807473601
1013	0.6807120627
1014	0.6806789576
1015	0.6806480194
1016	0.6806189006
1017	0.6805629244
1018	0.6805229542
1019	0.6804882955
1020	0.6804379248
1021	0.680383755
1022	0.6803359344
1023	0.6802830042
1024	0.6802347464
1025	0.6802062336
1026	0.6801261475
1027	0.6800932929
1028	0.6800619694
1029	0.6800141144
1030	0.6799426508
1031	0.6799067243
1032	0.6798539431
1033	0.6798206198
1034	0.679788155
1035	0.6797514316
1036	0.6796846628
1037	0.6796511359
1038	0.6795983207
1039	0.6795272905
1040	0.6794883601
1041	0.6794458324
1042	0.6793713443
1043	0.6793349296
1044	0.6792615358
1045	0.6792167322
1046	0.6791606904
1047	0.6790584683
1048	0.6790202686
1049	0.6789687181
1050	0.6789102797
1051	0.6788700157
1052	0.6788340768
1053	0.6787880736
1054	0.6787280077
1055	0.6786709613
1056	0.6786373456
1057	0.6786020614
1058	0.678549383
1059	0.6784952914
1060	0.6784074717
1061	0.6783563467
1062	0.678284537
1063	0.6782481141
1064	0.6782253058
1065	0.6781711135
1066	0.6780838107
1067	0.6780488663
1068	0.6780184852
1069	0.6779726539
1070	0.6779439845
1071	0.6778835598
1072	0.6778497724
1073	0.6778052347
1074	0.6777544093
1075	0.6777356897
1076	0.6777048252
1077	0.6776626457
1078	0.6775954385
1079	0.6775438824
1080	0.6775115325
1081	0.6774469615
1082	0.6773891045
1083	0.677353403
1084	0.6773083904
1085	0.677244943
1086	0.6771855708
1087	0.6771510954
1088	0.6771166343
1089	0.6770502271
1090	0.6770200532
1091	0.6769822146
1092	0.676941414
1093	0.6768773048
1094	0.6768099754
1095	0.676772835
1096	0.6767238265
1097	0.6766832008
1098	0.6766525486
1099	0.676597753
1100	0.6765565941
1101	0.6765158627
1102	0.6764415374
1103	0.676386333
1104	0.6763430642
1105	0.6763024489
1106	0.6762587358
1107	0.6762294888
1108	0.676179987
1109	0.6761246899
1110	0.6760565003
1111	0.6760125467
1112	0.6759684733
1113	0.6759344873
1114	0.675904368
1115	0.675874175
1116	0.6758527605
1117	0.6758327138
1118	0.6758021327
1119	0.6757539476
1120	0.6757335723
1121	0.675694719
1122	0.6756542793
1123	0.6756075733
1124	0.6755627593
1125	0.6755037597
1126	0.6754680941
1127	0.6754284422
1128	0.6753869661
1129	0.675352951
1130	0.6753327849
1131	0.6752996385
1132	0.6752530267
1133	0.6752299579
1134	0.6751983041
1135	0.6751607778
1136	0.6751283298
1137	0.6750393585
1138	0.6750009468
1139	0.674949599
1140	0.6749211185
1141	0.6748929055
1142	0.6748563108
1143	0.6747998584
1144	0.6747701337
1145	0.6747261554
1146	0.6747079152
1147	0.6746298333
1148	0.674552703
1149	0.6745390266
1150	0.6744728778
1151	0.6744163514
1152	0.6743799691
1153	0.6743580861
1154	0.6743114277
1155	0.6742381574
1156	0.6741786985
1157	0.6741492542
1158	0.6741043471
1159	0.6740819684
1160	0.6740285448
1161	0.6740030247
1162	0.6739510934
1163	0.6738816513
1164	0.6738404683
1165	0.6737938773
1166	0.6737528746
1167	0.6736848494
1168	0.6736549892
1169	0.6735787389
1170	0.6735302266
1171	0.6735125207
1172	0.6734534844
1173	0.6733931416
1174	0.6733431072
1175	0.6733086184
1176	0.6732530919
1177	0.6732240213
1178	0.6731752637
1179	0.6731384421
1180	0.6731107978
1181	0.6730641346
1182	0.6730201649
1183	0.6729443896
1184	0.6729059747
1185	0.6728693102
1186	0.6728220619
1187	0.6727499769
1188	0.6727015498
1189	0.6726371347
1190	0.6726142684
1191	0.6725751924
1192	0.6725412554
1193	0.6725092857
1194	0.6724554132
1195	0.6723841587
1196	0.6723418207
1197	0.6722780218
1198	0.672220498
1199	0.6721871832
1200	0.6721316771
1201	0.6721146303
1202	0.6720947798
1203	0.6720636189
1204	0.6720301848
1205	0.671985096
1206	0.6719481533
1207	0.6719120716
1208	0.6718607805
1209	0.6718369967
1210	0.6717816509
1211	0.6717566551
1212	0.6717036655
1213	0.6716553925
1214	0.6716223858
1215	0.6715871958
1216	0.6715634202
1217	0.671502965
1218	0.6714528909
1219	0.6714110466
1220	0.671385388
1221	0.6713522748
1222	0.6713251056
1223	0.6713015516
1224	0.671259037
1225	0.6712347409
1226	0.6711898884
1227	0.671164128
1228	0.671131278
1229	0.6711066566
1230	0.6710638137
1231	0.6710086976
1232	0.6709574509
1233	0.6709298012
1234	0.6709042589
1235	0.6708601233
1236	0.6708443839
1237	0.6708154126
1238	0.6707557045
1239	0.6707066288
1240	0.670664608
1241	0.6706427323
1242	0.6706075217
1243	0.6705621229
1244	0.6705062823
1245	0.6704522007
1246	0.6704164305
1247	0.6703782125
1248	0.6703637299
1249	0.6703292469
1250	0.670272471
1251	0.6702448722
1252	0.670192858
1253	0.6701490906
1254	0.6701314714
1255	0.6700896501
1256	0.6700476078
1257	0.6700261132
1258	0.6699996183
1259	0.6699683816
1260	0.6699166668
1261	0.6698403087
1262	0.6698227316
1263	0.6697940938
1264	0.6697297031
1265	0.6697042047
1266	0.6696504079
1267	0.6696085393
1268	0.6695917968
1269	0.6695553891
1270	0.6695088043
1271	0.6694827753
1272	0.6694435313
1273	0.669406465
1274	0.6693799046
1275	0.6693378028
1276	0.6693110182
1277	0.669279401
1278	0.6692515523
1279	0.6691941333
1280	0.669142643
1281	0.6690988708
1282	0.6690558038
1283	0.6690382349
1284	0.6689971905
1285	0.6689651329
1286	0.6689279229
1287	0.6688964423
1288	0.6688356944
1289	0.6687786438
1290	0.668742627
1291	0.6687109687
1292	0.668685699
1293	0.6686290634
1294	0.6685620008
1295	0.6685126422
1296	0.6684664356
1297	0.6684202315
1298	0.6684056033
1299	0.6683677996
1300	0.6683101761
1301	0.6682530674
1302	0.6681944118
1303	0.6681488876
1304	0.6680959334
1305	0.6680775783
1306	0.6680467276
1307	0.6680182722
1308	0.6679844514
1309	0.6679576706
1310	0.667918932
1311	0.6678708694
1312	0.6678302144
1313	0.6678076229
1314	0.6677839416
1315	0.6677552206
1316	0.6677298613
1317	0.6677035242
1318	0.6676812815
1319	0.6676269836
1320	0.6675836122
1321	0.6675529023
1322	0.6675307825
1323	0.6674890558
1324	0.6674438163
1325	0.6674214761
1326	0.6674063601
1327	0.6673411054
1328	0.6672981553
1329	0.6672735185
1330	0.6672471235
1331	0.6672015396
1332	0.6671598733
1333	0.6671131684
1334	0.6670654804
1335	0.6670307045
1336	0.6670025837
1337	0.6669767238
1338	0.666959188
1339	0.6669250834
1340	0.66687213
1341	0.6668414707
1342	0.6668056024
1343	0.666764047
1344	0.6667274671
1345	0.6667088795
1346	0.6666743299
1347	0.6666191368
1348	0.6665873081
1349	0.6665646399
1350	0.6665264445
1351	0.666496004
1352	0.6664727515
1353	0.6664449191
1354	0.6663785582
1355	0.6663376773
1356	0.6663144079
1357	0.6662894499
1358	0.6662400158
1359	0.6661983212
1360	0.6661646941
1361	0.6661431732
1362	0.6661290485
1363	0.6660681023
1364	0.6660370788
1365	0.6659990467
1366	0.6659500274
1367	0.6659291915
1368	0.6659130338
1369	0.6658854285
1370	0.6658448193
1371	0.665817662
1372	0.6657768452
1373	0.6657499411
1374	0.6657293918
1375	0.6656904641
1376	0.6656734465
1377	0.6656442142
1378	0.6655857274
1379	0.6655641762
1380	0.6655452488
1381	0.6655206565
1382	0.6654831102
1383	0.665438013
1384	0.6654122792
1385	0.6653695294
1386	0.6653258382
1387	0.6652701607
1388	0.6652249309
1389	0.6651747111
1390	0.665100703
1391	0.6650697612
1392	0.6650105665
1393	0.6649613842
1394	0.6649386538
1395	0.6649023607
1396	0.6648784421
1397	0.6648367396
1398	0.6648195034
1399	0.6647988777
1400	0.6647844881
1401	0.6647511311
1402	0.6647116966
1403	0.6646764282
1404	0.6646537745
1405	0.6646243106
1406	0.6646041807
1407	0.6645788871
1408	0.6645497859
1409	0.6645280495
1410	0.6644848266
1411	0.6644356329
1412	0.66441802
1413	0.6643969895
1414	0.6643557614
1415	0.6643136229
1416	0.6642879924
1417	0.6642562739
1418	0.6642247115
1419	0.6641930841
1420	0.6641552536
1421	0.6641217884
1422	0.6640735189
1423	0.6640352978
1424	0.6639987443
1425	0.6639800013
1426	0.6639533148
1427	0.6639342123
1428	0.6639066891
1429	0.6638618058
1430	0.6638342898
1431	0.6638036335
1432	0.6637911272
1433	0.6637668418
1434	0.6637450451
1435	0.6637037146
1436	0.6636845246
1437	0.6636359268
1438	0.6636090426
1439	0.6635557518
1440	0.6635054519
1441	0.6634659113
1442	0.6634310894
1443	0.6633997608
1444	0.6633745646
1445	0.6633387564
1446	0.6632700785
1447	0.6632304805
1448	0.6631971192
1449	0.6631602259
1450	0.6630969577
1451	0.6630664152
1452	0.6630379009
1453	0.6630119574
1454	0.6629868101
1455	0.6629540186
1456	0.6629294855
1457	0.6628890192
1458	0.6628632523
1459	0.6628131024
1460	0.6627926679
1461	0.6627634186
1462	0.6627411067
1463	0.6627166788
1464	0.6626652237
1465	0.6626207441
1466	0.6625844378
1467	0.6625616772
1468	0.6625288398
1469	0.6624981394
1470	0.6624810422
1471	0.6624534569
1472	0.662414367
1473	0.6623752286
1474	0.6623347341
1475	0.6623065312
1476	0.662273242
1477	0.6622283423
1478	0.6621979547
1479	0.6621785754
1480	0.6621478498
1481	0.6621126405
1482	0.6620822481
1483	0.6620649378
1484	0.6620170305
1485	0.6619849709
1486	0.6619514376
1487	0.661932888
1488	0.6618991514
1489	0.6618769787
1490	0.6618329297
1491	0.6617886599
1492	0.6617692701
1493	0.6617417552
1494	0.6617256667
1495	0.6617057137
1496	0.6616777939
1497	0.6616356691
1498	0.6616052617
1499	0.6615872286
1500	0.6615484906
1501	0.6615052296
1502	0.6614771237
1503	0.6614457778
1504	0.6613966015
1505	0.6613647157
1506	0.6613219826
1507	0.6612970956
1508	0.6612749617
1509	0.6612540411
1510	0.6612299208
1511	0.6611889858
1512	0.6611484747
1513	0.6611119071
1514	0.6610662661
1515	0.661043321
1516	0.6610069058
1517	0.660983469
1518	0.6609460891
1519	0.6609289349
1520	0.6609142982
1521	0.6608873369
1522	0.6608474121
1523	0.660800918
